"rom","Name","clone of","pinemHi","tomslogic","superhac","nvrams"
wpt_140af,"World Poker Tour (V14.0 English, French)",wpt_140a,x,,,KO!!
wpt_140ai,"World Poker Tour (V14.0 English, Italian)",wpt_140a,x,,,KO!!
wpt_140al,"World Poker Tour (V14.0 English, Spanish)",wpt_140a,x,,,KO!!
wpt_140f,"World Poker Tour (V14.0 French)",wpt_140a,x,,,KO!!
wpt_140g,"World Poker Tour (V14.0 German)",wpt_140a,x,,,KO!!
wpt_140gf,"World Poker Tour (V14.0 German, French)",wpt_140a,x,,,KO!!
wpt_140i,"World Poker Tour (V14.0 Italian)",wpt_140a,x,,,KO!!
wpt_140l,"World Poker Tour (V14.0 Spanish)",wpt_140a,x,,,KO!!
wrldtou2,"Al's Garage Band Goes On a World Tour (R02b)",wrldtour,x,,,OK
wrldtou3,"Al's Garage Band Goes On a World Tour (R06a Prototype)",wrldtour,x,,,KO!!
wrldtour,"Al's Garage Band Goes On a World Tour (R01c)",,x,,x,KO!!
wrlok_l3,"Warlok (L-3)",,x,x,,OK
wsports,"Winter Sports",,,,,KO!!
wsportsf,"Winter Sports (Free Play)",wsports,,,,KO!!
ww_bfr01,"White Water (FreeWPC/Bigfoot R0.1)",ww_l5,,,,KO!!
ww_bfr01b,"White Water (FreeWPC/Bigfoot R0.1b)",ww_l5,,,,KO!!
ww_bfr01c,"White Water (FreeWPC/Bigfoot R0.1c)",ww_l5,,,,KO!!
ww_bfr01d,"White Water (FreeWPC/Bigfoot R0.1d)",ww_l5,,,,KO!!
ww_bfr01e,"White Water (FreeWPC/Bigfoot R0.1e)",ww_l5,,,,KO!!
ww_d2,"White Water (D-2 LED Ghost Fix)",ww_l5,,,,KO!!
ww_d3,"White Water (D-3 LED Ghost Fix)",ww_l5,,,,KO!!
ww_d4,"White Water (D-4 LED Ghost Fix)",ww_l5,,,,KO!!
ww_d5,"White Water (D-5 LED Ghost Fix)",ww_l5,,x,,KO!!
ww_l2,"White Water (L-2)",ww_l5,x,,,KO!!
ww_l3,"White Water (L-3)",ww_l5,x,,,KO!!
ww_l4,"White Water (L-4)",ww_l5,x,,,KO!!
ww_l5,"White Water (L-5)",,x,x,,OK
ww_lh5,"White Water (LH-5)",ww_l5,x,,x,KO!!
ww_lh6,"White Water (LH-6)",ww_l5,x,x,,OK
ww_lh6c,"White Water (LH-6 Coin Play)",ww_l5,x,x,,KO!!
ww_p6,"White Water (P-6 Prototype)",ww_l5,,,,KO!!
ww_p8,"White Water (P-8 Prototype)",ww_l5,x,,,KO!!
ww_p9,"White Water (P-9 Prototype LED Ghost Fix)",ww_l5,,,,KO!!
wwfr_103,"WWF Royal Rumble (1.03)",wwfr_106,x,x,x,OK
wwfr_103f,"WWF Royal Rumble (1.03 French)",wwfr_106,x,,,KO!!
wwfr_106,"WWF Royal Rumble (1.06)",,x,x,,OK
xenon,"Xenon",,x,x,,OK
xenona,"Xenon (Free Play)",xenon,x,x,,KO!!
xenonf,"Xenon (French)",xenon,x,x,,KO!!
xenonfa,"Xenon (French Free Play)",xenon,x,x,,KO!!
xfiles,"X-Files, The (3.03)",,x,x,x,OK
xfiles2,"X-Files, The (2.04)",xfiles,x,x,,KO!!
xfiles20,"X-Files, The (2.00)",xfiles,,,,KO!!
xfiles304,"X-Files, The (3.04 unofficial MOD)",xfiles,x,,,OK
xfilesf,"X-Files, The (3.03 French)",xfiles,,x,,KO!!
xforce,"X Force",,,,,KO!!
xmn_100,"X-Men (V1.0)",xmn_151h,,,,KO!!
xmn_102,"X-Men Limited Edition (V1.02)",xmn_151h,,,,KO!!
xmn_104,"X-Men (V1.04)",xmn_151h,,,,KO!!
xmn_105,"X-Men (V1.05)",xmn_151h,,,,KO!!
xmn_120h,"X-Men Limited Edition (V1.2)",xmn_151h,,,,KO!!
xmn_121h,"X-Men Limited Edition (V1.21)",xmn_151h,,,,KO!!
xmn_122h,"X-Men Limited Edition (V1.22)",xmn_151h,,,,KO!!
xmn_123h,"X-Men Limited Edition (V1.23)",xmn_151h,,,,KO!!
xmn_124h,"X-Men Limited Edition (V1.24)",xmn_151h,,,,KO!!
xmn_130,"X-Men (V1.3)",xmn_151h,,,,KO!!
xmn_130h,"X-Men Limited Edition (V1.3)",xmn_151h,,,,KO!!
xmn_150,"X-Men (V1.5)",xmn_151h,x,,,KO!!
xmn_150h,"X-Men Limited Edition (V1.5)",xmn_151h,,,,KO!!
xmn_151,"X-Men (V1.51)",xmn_151h,x,,,KO!!
xmn_151c,"X-Men (V1.51) (Colored MOD)",xmn_151h,x,,,KO!!
xmn_151h,"X-Men Limited Edition (V1.51)",,x,,x,OK
xmn_151hc,"X-Men Limited Edition (V1.51) (Colored MOD)",xmn_151h,x,,,OK
xsandos,"X's & O's",,x,x,,KO!!
xsandosa,"X's & O's (Free Play)",xsandos,,x,,OK
zank2ifp,"Zankor (alternate sound, TMS5220 Italian Speech, Free Play)",zankor,,,,KO!!
zankor,"Zankor (TMS5200 Italian Speech)",,,,,KO!!
zankor2i,"Zankor (alternate sound, TMS5220 Italian Speech)",zankor,,,,KO!!
zankore,"Zankor",zankor,,,,OK
zankorefp,"Zankor (Free Play)",zankor,,,,KO!!
zankorfp,"Zankor (TMS5200 Italian Speech, Free Play)",zankor,,,,KO!!
zankorg,"Zankor (German Speech)",zankor,,,,KO!!
zankorgfp,"Zankor (German Speech, Free Play)",zankor,,,,KO!!
zarza,"Zarza",,,,,KO!!
zarza1,"Zarza (alternate set)",zarza,,,,KO!!
zekepeak,"Zeke's Peak",icecold,,,,KO!!
zephy,"Zephy",,,,,KO!!
zephya,"Zephy (alternate set)",zephy,,,,KO!!
zira,"Zira",,,,,KO!!
